Participant	block_order	group	trial	A	B	DA	DB	R	index	ID	PA	PB
1077	7	1	44	21	30	0	15	0	5	31	1	1
1077	7	1	45	18	30	0	15	0	5	31	1	1
1077	7	1	46	15	30	0	15	0	5	31	1	1
1077	7	1	47	12	30	0	15	1	5	31	1	1
1077	7	1	48	9	30	0	15	1	5	31	1	1
1077	7	1	49	6	30	0	15	1	5	31	1	1
1077	7	1	50	3	30	0	15	1	5	31	1	1
1078	8	1	1	30	30	0	7	0	1	32	1	1
1078	8	1	2	27	30	0	7	1	1	32	1	1
1078	8	1	3	24	30	0	7	1	1	32	1	1
1078	8	1	4	21	30	0	7	1	1	32	1	1
1078	8	1	5	18	30	0	7	1	1	32	1	1
1078	8	1	6	15	30	0	7	1	1	32	1	1
1078	8	1	7	12	30	0	7	1	1	32	1	1
1078	8	1	8	9	30	0	7	1	1	32	1	1
1078	8	1	9	6	30	0	7	1	1	32	1	1
1078	8	1	10	3	30	0	7	1	1	32	1	1
1078	8	1	11	30	30	0	101	0	2	32	1	1
1078	8	1	12	27	30	0	101	0	2	32	1	1
1078	8	1	13	24	30	0	101	0	2	32	1	1
1078	8	1	14	21	30	0	101	0	2	32	1	1
1078	8	1	15	18	30	0	101	1	2	32	1	1
1078	8	1	16	15	30	0	101	1	2	32	1	1
1078	8	1	17	12	30	0	101	1	2	32	1	1
1078	8	1	18	9	30	0	101	1	2	32	1	1
1078	8	1	19	6	30	0	101	1	2	32	1	1
1078	8	1	20	3	30	0	101	1	2	32	1	1
1078	8	1	21	30	30	0	15	0	3	32	1	1
1078	8	1	22	27	30	0	15	0	3	32	1	1
1078	8	1	23	24	30	0	15	1	3	32	1	1
1078	8	1	24	21	30	0	15	1	3	32	1	1
1078	8	1	25	18	30	0	15	1	3	32	1	1
1078	8	1	26	15	30	0	15	1	3	32	1	1
1078	8	1	27	12	30	0	15	1	3	32	1	1
1078	8	1	28	9	30	0	15	1	3	32	1	1
1078	8	1	29	6	30	0	15	1	3	32	1	1
1078	8	1	30	3	30	0	15	1	3	32	1	1
1078	8	1	31	30	30	0	56	0	4	32	1	1
1078	8	1	32	27	30	0	56	0	4	32	1	1
1078	8	1	33	24	30	0	56	0	4	32	1	1
1078	8	1	34	21	30	0	56	0	4	32	1	1
1078	8	1	35	18	30	0	56	1	4	32	1	1
1078	8	1	36	15	30	0	56	1	4	32	1	1
1078	8	1	37	12	30	0	56	1	4	32	1	1
1078	8	1	38	9	30	0	56	1	4	32	1	1
1078	8	1	39	6	30	0	56	1	4	32	1	1
1078	8	1	40	3	30	0	56	1	4	32	1	1
1078	8	1	41	30	30	0	29	0	5	32	1	1
1078	8	1	42	27	30	0	29	0	5	32	1	1
1078	8	1	43	24	30	0	29	0	5	32	1	1
1078	8	1	44	21	30	0	29	1	5	32	1	1
1078	8	1	45	18	30	0	29	1	5	32	1	1
1078	8	1	46	15	30	0	29	1	5	32	1	1
1078	8	1	47	12	30	0	29	1	5	32	1	1
1078	8	1	48	9	30	0	29	1	5	32	1	1
1078	8	1	49	6	30	0	29	1	5	32	1	1
1078	8	1	50	3	30	0	29	1	5	32	1	1
1079	9	1	1	30	30	0	15	0	1	33	1	1
1079	9	1	2	27	30	0	15	0	1	33	1	1
1079	9	1	3	24	30	0	15	0	1	33	1	1
1079	9	1	4	21	30	0	15	0	1	33	1	1
1079	9	1	5	18	30	0	15	0	1	33	1	1
1079	9	1	6	15	30	0	15	0	1	33	1	1
1079	9	1	7	12	30	0	15	0	1	33	1	1
1079	9	1	8	9	30	0	15	1	1	33	1	1
1079	9	1	9	6	30	0	15	0	1	33	1	1
1079	9	1	10	3	30	0	15	1	1	33	1	1
1079	9	1	11	30	30	0	7	0	2	33	1	1
1079	9	1	12	27	30	0	7	0	2	33	1	1
1079	9	1	13	24	30	0	7	0	2	33	1	1
1079	9	1	14	21	30	0	7	1	2	33	1	1
1079	9	1	15	18	30	0	7	1	2	33	1	1
1079	9	1	16	15	30	0	7	1	2	33	1	1
1079	9	1	17	12	30	0	7	1	2	33	1	1
1079	9	1	18	9	30	0	7	1	2	33	1	1
1079	9	1	19	6	30	0	7	1	2	33	1	1
1079	9	1	20	3	30	0	7	1	2	33	1	1
1079	9	1	21	30	30	0	29	0	3	33	1	1
1079	9	1	22	27	30	0	29	0	3	33	1	1
1079	9	1	23	24	30	0	29	0	3	33	1	1
1079	9	1	24	21	30	0	29	1	3	33	1	1
1079	9	1	25	18	30	0	29	1	3	33	1	1
1079	9	1	26	15	30	0	29	1	3	33	1	1
1079	9	1	27	12	30	0	29	1	3	33	1	1
1079	9	1	28	9	30	0	29	1	3	33	1	1
1079	9	1	29	6	30	0	29	1	3	33	1	1
1079	9	1	30	3	30	0	29	1	3	33	1	1
1079	9	1	31	30	30	0	101	0	4	33	1	1
1079	9	1	32	27	30	0	101	0	4	33	1	1
1079	9	1	33	24	30	0	101	0	4	33	1	1
1079	9	1	34	21	30	0	101	1	4	33	1	1
1079	9	1	35	18	30	0	101	1	4	33	1	1
1079	9	1	36	15	30	0	101	1	4	33	1	1
1079	9	1	37	12	30	0	101	1	4	33	1	1
1079	9	1	38	9	30	0	101	1	4	33	1	1
1079	9	1	39	6	30	0	101	1	4	33	1	1
1079	9	1	40	3	30	0	101	1	4	33	1	1
1079	9	1	41	30	30	0	56	0	5	33	1	1
1079	9	1	42	27	30	0	56	0	5	33	1	1
1079	9	1	43	24	30	0	56	0	5	33	1	1
1079	9	1	44	21	30	0	56	0	5	33	1	1
1079	9	1	45	18	30	0	56	0	5	33	1	1
1079	9	1	46	15	30	0	56	1	5	33	1	1
1079	9	1	47	12	30	0	56	1	5	33	1	1
1079	9	1	48	9	30	0	56	1	5	33	1	1
1079	9	1	49	6	30	0	56	1	5	33	1	1
1079	9	1	50	3	30	0	56	1	5	33	1	1
1081	10	1	1	3	30	0	29	1	1	34	1	1
1081	10	1	2	6	30	0	29	1	1	34	1	1
1081	10	1	3	9	30	0	29	0	1	34	1	1
1081	10	1	4	12	30	0	29	1	1	34	1	1
1081	10	1	5	15	30	0	29	1	1	34	1	1
1081	10	1	6	18	30	0	29	0	1	34	1	1
1081	10	1	7	21	30	0	29	0	1	34	1	1
1081	10	1	8	24	30	0	29	0	1	34	1	1
1081	10	1	9	27	30	0	29	0	1	34	1	1
1081	10	1	10	30	30	0	29	0	1	34	1	1
1081	10	1	11	3	30	0	15	1	2	34	1	1
1081	10	1	12	6	30	0	15	1	2	34	1	1
1081	10	1	13	9	30	0	15	1	2	34	1	1
1081	10	1	14	12	30	0	15	1	2	34	1	1
1081	10	1	15	15	30	0	15	1	2	34	1	1
1081	10	1	16	18	30	0	15	0	2	34	1	1
1081	10	1	17	21	30	0	15	0	2	34	1	1
1081	10	1	18	24	30	0	15	1	2	34	1	1
1081	10	1	19	27	30	0	15	0	2	34	1	1
1081	10	1	20	30	30	0	15	0	2	34	1	1
1081	10	1	21	3	30	0	56	1	3	34	1	1
1081	10	1	22	6	30	0	56	0	3	34	1	1
1081	10	1	23	9	30	0	56	1	3	34	1	1
1081	10	1	24	12	30	0	56	0	3	34	1	1
1081	10	1	25	15	30	0	56	1	3	34	1	1
1081	10	1	26	18	30	0	56	0	3	34	1	1
1081	10	1	27	21	30	0	56	0	3	34	1	1
1081	10	1	28	24	30	0	56	0	3	34	1	1
1081	10	1	29	27	30	0	56	0	3	34	1	1
1081	10	1	30	30	30	0	56	0	3	34	1	1
1081	10	1	31	3	30	0	7	1	4	34	1	1
1081	10	1	32	6	30	0	7	1	4	34	1	1
1081	10	1	33	9	30	0	7	1	4	34	1	1
1081	10	1	34	12	30	0	7	1	4	34	1	1
1081	10	1	35	15	30	0	7	1	4	34	1	1
1081	10	1	36	18	30	0	7	1	4	34	1	1
1081	10	1	37	21	30	0	7	1	4	34	1	1
1081	10	1	38	24	30	0	7	1	4	34	1	1
1081	10	1	39	27	30	0	7	1	4	34	1	1
1081	10	1	40	30	30	0	7	0	4	34	1	1
1081	10	1	41	3	30	0	101	0	5	34	1	1
1081	10	1	42	6	30	0	101	0	5	34	1	1
1081	10	1	43	9	30	0	101	1	5	34	1	1
1081	10	1	44	12	30	0	101	0	5	34	1	1
1081	10	1	45	15	30	0	101	0	5	34	1	1
1081	10	1	46	18	30	0	101	0	5	34	1	1
1081	10	1	47	21	30	0	101	0	5	34	1	1
1081	10	1	48	24	30	0	101	0	5	34	1	1
1081	10	1	49	27	30	0	101	0	5	34	1	1
1081	10	1	50	30	30	0	101	0	5	34	1	1
1083	1	1	1	30	30	0	7	0	1	35	1	1
1083	1	1	2	27	30	0	7	0	1	35	1	1
1083	1	1	3	24	30	0	7	0	1	35	1	1
1083	1	1	4	21	30	0	7	1	1	35	1	1
1083	1	1	5	18	30	0	7	1	1	35	1	1
1083	1	1	6	15	30	0	7	1	1	35	1	1
1083	1	1	7	12	30	0	7	1	1	35	1	1
1083	1	1	8	9	30	0	7	1	1	35	1	1
1083	1	1	9	6	30	0	7	1	1	35	1	1
1083	1	1	10	3	30	0	7	1	1	35	1	1
1083	1	1	11	30	30	0	15	0	2	35	1	1
1083	1	1	12	27	30	0	15	0	2	35	1	1
1083	1	1	13	24	30	0	15	0	2	35	1	1
1083	1	1	14	21	30	0	15	0	2	35	1	1
1083	1	1	15	18	30	0	15	0	2	35	1	1
1083	1	1	16	15	30	0	15	0	2	35	1	1
1083	1	1	17	12	30	0	15	0	2	35	1	1
1083	1	1	18	9	30	0	15	1	2	35	1	1
1083	1	1	19	6	30	0	15	1	2	35	1	1
1083	1	1	20	3	30	0	15	1	2	35	1	1
1083	1	1	21	30	30	0	101	0	3	35	1	1
1083	1	1	22	27	30	0	101	0	3	35	1	1
1083	1	1	23	24	30	0	101	0	3	35	1	1
1083	1	1	24	21	30	0	101	0	3	35	1	1
1083	1	1	25	18	30	0	101	0	3	35	1	1
1083	1	1	26	15	30	0	101	0	3	35	1	1
1083	1	1	27	12	30	0	101	0	3	35	1	1
1083	1	1	28	9	30	0	101	1	3	35	1	1
1083	1	1	29	6	30	0	101	1	3	35	1	1
1083	1	1	30	3	30	0	101	1	3	35	1	1
1083	1	1	31	30	30	0	29	0	4	35	1	1
1083	1	1	32	27	30	0	29	0	4	35	1	1
1083	1	1	33	24	30	0	29	0	4	35	1	1
1083	1	1	34	21	30	0	29	0	4	35	1	1
1083	1	1	35	18	30	0	29	0	4	35	1	1
1083	1	1	36	15	30	0	29	0	4	35	1	1
1083	1	1	37	12	30	0	29	0	4	35	1	1
1083	1	1	38	9	30	0	29	0	4	35	1	1
1083	1	1	39	6	30	0	29	0	4	35	1	1
1083	1	1	40	3	30	0	29	1	4	35	1	1
1083	1	1	41	30	30	0	56	0	5	35	1	1
1083	1	1	42	27	30	0	56	0	5	35	1	1
1083	1	1	43	24	30	0	56	0	5	35	1	1
1083	1	1	44	21	30	0	56	0	5	35	1	1
1083	1	1	45	18	30	0	56	0	5	35	1	1
1083	1	1	46	15	30	0	56	0	5	35	1	1
1083	1	1	47	12	30	0	56	0	5	35	1	1
1083	1	1	48	9	30	0	56	1	5	35	1	1
1083	1	1	49	6	30	0	56	1	5	35	1	1
1083	1	1	50	3	30	0	56	1	5	35	1	1
1087	2	1	1	3	30	0	15	1	1	36	1	1
1087	2	1	2	6	30	0	15	1	1	36	1	1
1087	2	1	3	9	30	0	15	1	1	36	1	1
1087	2	1	4	12	30	0	15	1	1	36	1	1
1087	2	1	5	15	30	0	15	1	1	36	1	1
1087	2	1	6	18	30	0	15	1	1	36	1	1
1087	2	1	7	21	30	0	15	0	1	36	1	1
1087	2	1	8	24	30	0	15	1	1	36	1	1
1087	2	1	9	27	30	0	15	1	1	36	1	1
1087	2	1	10	30	30	0	15	0	1	36	1	1
1087	2	1	11	3	30	0	29	1	2	36	1	1
1087	2	1	12	6	30	0	29	1	2	36	1	1
1087	2	1	13	9	30	0	29	1	2	36	1	1
1087	2	1	14	12	30	0	29	1	2	36	1	1
1087	2	1	15	15	30	0	29	1	2	36	1	1
1087	2	1	16	18	30	0	29	1	2	36	1	1
1087	2	1	17	21	30	0	29	1	2	36	1	1
1087	2	1	18	24	30	0	29	1	2	36	1	1
1087	2	1	19	27	30	0	29	1	2	36	1	1
1087	2	1	20	30	30	0	29	0	2	36	1	1
1087	2	1	21	3	30	0	7	1	3	36	1	1
1087	2	1	22	6	30	0	7	1	3	36	1	1
1087	2	1	23	9	30	0	7	1	3	36	1	1
1087	2	1	24	12	30	0	7	1	3	36	1	1
1087	2	1	25	15	30	0	7	1	3	36	1	1
1087	2	1	26	18	30	0	7	1	3	36	1	1
1087	2	1	27	21	30	0	7	1	3	36	1	1
1087	2	1	28	24	30	0	7	1	3	36	1	1
1087	2	1	29	27	30	0	7	1	3	36	1	1
1087	2	1	30	30	30	0	7	1	3	36	1	1
1087	2	1	31	3	30	0	56	1	4	36	1	1
1087	2	1	32	6	30	0	56	1	4	36	1	1
1087	2	1	33	9	30	0	56	1	4	36	1	1
1087	2	1	34	12	30	0	56	1	4	36	1	1
1087	2	1	35	15	30	0	56	1	4	36	1	1
1087	2	1	36	18	30	0	56	1	4	36	1	1
1087	2	1	37	21	30	0	56	1	4	36	1	1
1087	2	1	38	24	30	0	56	1	4	36	1	1
1087	2	1	39	27	30	0	56	0	4	36	1	1
1087	2	1	40	30	30	0	56	0	4	36	1	1
1087	2	1	41	3	30	0	101	1	5	36	1	1
1087	2	1	42	6	30	0	101	1	5	36	1	1
1087	2	1	43	9	30	0	101	1	5	36	1	1
1087	2	1	44	12	30	0	101	1	5	36	1	1
1087	2	1	45	15	30	0	101	1	5	36	1	1
1087	2	1	46	18	30	0	101	1	5	36	1	1
1087	2	1	47	21	30	0	101	1	5	36	1	1
1087	2	1	48	24	30	0	101	0	5	36	1	1
1087	2	1	49	27	30	0	101	0	5	36	1	1
1087	2	1	50	30	30	0	101	0	5	36	1	1
1091	4	1	1	30	30	0	56	0	1	37	1	1
1091	4	1	2	27	30	0	56	0	1	37	1	1
1091	4	1	3	24	30	0	56	0	1	37	1	1
1091	4	1	4	21	30	0	56	1	1	37	1	1
1091	4	1	5	18	30	0	56	1	1	37	1	1
1091	4	1	6	15	30	0	56	1	1	37	1	1
1091	4	1	7	12	30	0	56	1	1	37	1	1
1091	4	1	8	9	30	0	56	1	1	37	1	1
1091	4	1	9	6	30	0	56	1	1	37	1	1
1091	4	1	10	3	30	0	56	0	1	37	1	1
1091	4	1	11	30	30	0	101	0	2	37	1	1
1091	4	1	12	27	30	0	101	0	2	37	1	1
1091	4	1	13	24	30	0	101	0	2	37	1	1
1091	4	1	14	21	30	0	101	0	2	37	1	1
1091	4	1	15	18	30	0	101	0	2	37	1	1
1091	4	1	16	15	30	0	101	0	2	37	1	1
1091	4	1	17	12	30	0	101	1	2	37	1	1
1091	4	1	18	9	30	0	101	1	2	37	1	1
1091	4	1	19	6	30	0	101	0	2	37	1	1
1091	4	1	20	3	30	0	101	1	2	37	1	1
1091	4	1	21	30	30	0	29	0	3	37	1	1
1091	4	1	22	27	30	0	29	0	3	37	1	1
1091	4	1	23	24	30	0	29	0	3	37	1	1
1091	4	1	24	21	30	0	29	0	3	37	1	1
1091	4	1	25	18	30	0	29	0	3	37	1	1
1091	4	1	26	15	30	0	29	1	3	37	1	1
1091	4	1	27	12	30	0	29	1	3	37	1	1
1091	4	1	28	9	30	0	29	1	3	37	1	1
1091	4	1	29	6	30	0	29	1	3	37	1	1
1091	4	1	30	3	30	0	29	1	3	37	1	1
1091	4	1	31	30	30	0	7	0	4	37	1	1
1091	4	1	32	27	30	0	7	1	4	37	1	1
1091	4	1	33	24	30	0	7	1	4	37	1	1
1091	4	1	34	21	30	0	7	1	4	37	1	1
1091	4	1	35	18	30	0	7	0	4	37	1	1
1091	4	1	36	15	30	0	7	1	4	37	1	1
1091	4	1	37	12	30	0	7	1	4	37	1	1
1091	4	1	38	9	30	0	7	1	4	37	1	1
1091	4	1	39	6	30	0	7	1	4	37	1	1
1091	4	1	40	3	30	0	7	1	4	37	1	1
1091	4	1	41	30	30	0	15	0	5	37	1	1
1091	4	1	42	27	30	0	15	0	5	37	1	1
1091	4	1	43	24	30	0	15	0	5	37	1	1
1091	4	1	44	21	30	0	15	1	5	37	1	1
1091	4	1	45	18	30	0	15	1	5	37	1	1
1091	4	1	46	15	30	0	15	1	5	37	1	1
1091	4	1	47	12	30	0	15	1	5	37	1	1
1091	4	1	48	9	30	0	15	1	5	37	1	1
1091	4	1	49	6	30	0	15	0	5	37	1	1
1091	4	1	50	3	30	0	15	0	5	37	1	1
1092	5	1	1	3	30	0	101	1	1	38	1	1
1092	5	1	2	6	30	0	101	1	1	38	1	1
1092	5	1	3	9	30	0	101	1	1	38	1	1
1092	5	1	4	12	30	0	101	1	1	38	1	1
1092	5	1	5	15	30	0	101	1	1	38	1	1
1092	5	1	6	18	30	0	101	0	1	38	1	1
1092	5	1	7	21	30	0	101	0	1	38	1	1
1092	5	1	8	24	30	0	101	0	1	38	1	1
1092	5	1	9	27	30	0	101	0	1	38	1	1
1092	5	1	10	30	30	0	101	0	1	38	1	1
1092	5	1	11	3	30	0	7	1	2	38	1	1
1092	5	1	12	6	30	0	7	1	2	38	1	1
1092	5	1	13	9	30	0	7	1	2	38	1	1
1092	5	1	14	12	30	0	7	1	2	38	1	1
1092	5	1	15	15	30	0	7	1	2	38	1	1
1092	5	1	16	18	30	0	7	1	2	38	1	1
1092	5	1	17	21	30	0	7	1	2	38	1	1
1092	5	1	18	24	30	0	7	1	2	38	1	1
1092	5	1	19	27	30	0	7	1	2	38	1	1
1092	5	1	20	30	30	0	7	0	2	38	1	1
1092	5	1	21	3	30	0	56	1	3	38	1	1
1092	5	1	22	6	30	0	56	1	3	38	1	1
1092	5	1	23	9	30	0	56	1	3	38	1	1
1092	5	1	24	12	30	0	56	1	3	38	1	1
1092	5	1	25	15	30	0	56	1	3	38	1	1
1092	5	1	26	18	30	0	56	1	3	38	1	1
1092	5	1	27	21	30	0	56	1	3	38	1	1
1092	5	1	28	24	30	0	56	1	3	38	1	1
1092	5	1	29	27	30	0	56	0	3	38	1	1
1092	5	1	30	30	30	0	56	0	3	38	1	1
1092	5	1	31	3	30	0	15	1	4	38	1	1
1092	5	1	32	6	30	0	15	1	4	38	1	1
1092	5	1	33	9	30	0	15	1	4	38	1	1
1092	5	1	34	12	30	0	15	1	4	38	1	1
1092	5	1	35	15	30	0	15	1	4	38	1	1
1092	5	1	36	18	30	0	15	1	4	38	1	1
1092	5	1	37	21	30	0	15	1	4	38	1	1
1092	5	1	38	24	30	0	15	1	4	38	1	1
1092	5	1	39	27	30	0	15	1	4	38	1	1
1092	5	1	40	30	30	0	15	0	4	38	1	1
1092	5	1	41	3	30	0	29	1	5	38	1	1
1092	5	1	42	6	30	0	29	1	5	38	1	1
1092	5	1	43	9	30	0	29	1	5	38	1	1
1092	5	1	44	12	30	0	29	1	5	38	1	1
1092	5	1	45	15	30	0	29	1	5	38	1	1
1092	5	1	46	18	30	0	29	1	5	38	1	1
1092	5	1	47	21	30	0	29	1	5	38	1	1
1092	5	1	48	24	30	0	29	1	5	38	1	1
1092	5	1	49	27	30	0	29	1	5	38	1	1
1092	5	1	50	30	30	0	29	0	5	38	1	1
1093	6	1	1	3	30	0	56	1	1	39	1	1
1093	6	1	2	6	30	0	56	1	1	39	1	1
1093	6	1	3	9	30	0	56	0	1	39	1	1
1093	6	1	4	12	30	0	56	1	1	39	1	1
1093	6	1	5	15	30	0	56	1	1	39	1	1
1093	6	1	6	18	30	0	56	1	1	39	1	1
1093	6	1	7	21	30	0	56	1	1	39	1	1
1093	6	1	8	24	30	0	56	1	1	39	1	1
1093	6	1	9	27	30	0	56	1	1	39	1	1
1093	6	1	10	30	30	0	56	0	1	39	1	1
1093	6	1	11	3	30	0	29	1	2	39	1	1
1093	6	1	12	6	30	0	29	1	2	39	1	1
1093	6	1	13	9	30	0	29	1	2	39	1	1
1093	6	1	14	12	30	0	29	1	2	39	1	1
1093	6	1	15	15	30	0	29	1	2	39	1	1
1093	6	1	16	18	30	0	29	1	2	39	1	1
1093	6	1	17	21	30	0	29	1	2	39	1	1
1093	6	1	18	24	30	0	29	1	2	39	1	1
1093	6	1	19	27	30	0	29	1	2	39	1	1
1093	6	1	20	30	30	0	29	0	2	39	1	1
1093	6	1	21	3	30	0	101	1	3	39	1	1
1093	6	1	22	6	30	0	101	1	3	39	1	1
1093	6	1	23	9	30	0	101	1	3	39	1	1
1093	6	1	24	12	30	0	101	1	3	39	1	1
1093	6	1	25	15	30	0	101	1	3	39	1	1
1093	6	1	26	18	30	0	101	1	3	39	1	1
1093	6	1	27	21	30	0	101	1	3	39	1	1
1093	6	1	28	24	30	0	101	1	3	39	1	1
1093	6	1	29	27	30	0	101	0	3	39	1	1
1093	6	1	30	30	30	0	101	0	3	39	1	1
1093	6	1	31	3	30	0	15	1	4	39	1	1
1093	6	1	32	6	30	0	15	1	4	39	1	1
1093	6	1	33	9	30	0	15	1	4	39	1	1
1093	6	1	34	12	30	0	15	1	4	39	1	1
1093	6	1	35	15	30	0	15	1	4	39	1	1
1093	6	1	36	18	30	0	15	1	4	39	1	1
1093	6	1	37	21	30	0	15	1	4	39	1	1
1093	6	1	38	24	30	0	15	1	4	39	1	1
1093	6	1	39	27	30	0	15	1	4	39	1	1
1093	6	1	40	30	30	0	15	0	4	39	1	1
1093	6	1	41	3	30	0	7	1	5	39	1	1
1093	6	1	42	6	30	0	7	1	5	39	1	1
1093	6	1	43	9	30	0	7	1	5	39	1	1
1093	6	1	44	12	30	0	7	1	5	39	1	1
1093	6	1	45	15	30	0	7	1	5	39	1	1
1093	6	1	46	18	30	0	7	1	5	39	1	1
1093	6	1	47	21	30	0	7	1	5	39	1	1
1093	6	1	48	24	30	0	7	1	5	39	1	1
1093	6	1	49	27	30	0	7	1	5	39	1	1
1093	6	1	50	30	30	0	7	0	5	39	1	1
1094	7	1	1	3	30	0	101	1	1	40	1	1
1094	7	1	2	6	30	0	101	1	1	40	1	1
1094	7	1	3	9	30	0	101	1	1	40	1	1
1094	7	1	4	12	30	0	101	0	1	40	1	1
1094	7	1	5	15	30	0	101	0	1	40	1	1
1094	7	1	6	18	30	0	101	0	1	40	1	1
1094	7	1	7	21	30	0	101	0	1	40	1	1
1094	7	1	8	24	30	0	101	0	1	40	1	1
1094	7	1	9	27	30	0	101	0	1	40	1	1
1094	7	1	10	30	30	0	101	0	1	40	1	1
1094	7	1	11	3	30	0	56	1	2	40	1	1
1094	7	1	12	6	30	0	56	1	2	40	1	1
1094	7	1	13	9	30	0	56	1	2	40	1	1
1094	7	1	14	12	30	0	56	1	2	40	1	1
1094	7	1	15	15	30	0	56	0	2	40	1	1
1094	7	1	16	18	30	0	56	0	2	40	1	1
1094	7	1	17	21	30	0	56	0	2	40	1	1
1094	7	1	18	24	30	0	56	0	2	40	1	1
1094	7	1	19	27	30	0	56	0	2	40	1	1
1094	7	1	20	30	30	0	56	0	2	40	1	1
1094	7	1	21	3	30	0	7	1	3	40	1	1
1094	7	1	22	6	30	0	7	1	3	40	1	1
1094	7	1	23	9	30	0	7	1	3	40	1	1
1094	7	1	24	12	30	0	7	1	3	40	1	1
1094	7	1	25	15	30	0	7	1	3	40	1	1
1094	7	1	26	18	30	0	7	1	3	40	1	1
1094	7	1	27	21	30	0	7	0	3	40	1	1
1094	7	1	28	24	30	0	7	0	3	40	1	1
1094	7	1	29	27	30	0	7	0	3	40	1	1
1094	7	1	30	30	30	0	7	0	3	40	1	1
1094	7	1	31	3	30	0	29	1	4	40	1	1
1094	7	1	32	6	30	0	29	1	4	40	1	1
1094	7	1	33	9	30	0	29	1	4	40	1	1
1094	7	1	34	12	30	0	29	1	4	40	1	1
1094	7	1	35	15	30	0	29	1	4	40	1	1
1094	7	1	36	18	30	0	29	1	4	40	1	1
1094	7	1	37	21	30	0	29	0	4	40	1	1
1094	7	1	38	24	30	0	29	0	4	40	1	1
1094	7	1	39	27	30	0	29	0	4	40	1	1
1094	7	1	40	30	30	0	29	0	4	40	1	1
1094	7	1	41	3	30	0	15	1	5	40	1	1
1094	7	1	42	6	30	0	15	1	5	40	1	1
1094	7	1	43	9	30	0	15	1	5	40	1	1
1094	7	1	44	12	30	0	15	1	5	40	1	1
1094	7	1	45	15	30	0	15	1	5	40	1	1
1094	7	1	46	18	30	0	15	1	5	40	1	1
1094	7	1	47	21	30	0	15	0	5	40	1	1
1094	7	1	48	24	30	0	15	0	5	40	1	1
1094	7	1	49	27	30	0	15	0	5	40	1	1
1094	7	1	50	30	30	0	15	0	5	40	1	1
1095	8	1	1	3	30	0	7	1	1	41	1	1
1095	8	1	2	6	30	0	7	1	1	41	1	1
1095	8	1	3	9	30	0	7	1	1	41	1	1
1095	8	1	4	12	30	0	7	1	1	41	1	1
1095	8	1	5	15	30	0	7	1	1	41	1	1
1095	8	1	6	18	30	0	7	1	1	41	1	1
1095	8	1	7	21	30	0	7	1	1	41	1	1
1095	8	1	8	24	30	0	7	1	1	41	1	1
1095	8	1	9	27	30	0	7	0	1	41	1	1
1095	8	1	10	30	30	0	7	0	1	41	1	1
1095	8	1	11	3	30	0	101	1	2	41	1	1
1095	8	1	12	6	30	0	101	1	2	41	1	1
1095	8	1	13	9	30	0	101	1	2	41	1	1
1095	8	1	14	12	30	0	101	0	2	41	1	1
1095	8	1	15	15	30	0	101	0	2	41	1	1
1095	8	1	16	18	30	0	101	0	2	41	1	1
1095	8	1	17	21	30	0	101	0	2	41	1	1
1095	8	1	18	24	30	0	101	0	2	41	1	1
1095	8	1	19	27	30	0	101	0	2	41	1	1
1095	8	1	20	30	30	0	101	0	2	41	1	1
1095	8	1	21	3	30	0	15	1	3	41	1	1
1095	8	1	22	6	30	0	15	1	3	41	1	1
1095	8	1	23	9	30	0	15	1	3	41	1	1
1095	8	1	24	12	30	0	15	1	3	41	1	1
1095	8	1	25	15	30	0	15	1	3	41	1	1
1095	8	1	26	18	30	0	15	1	3	41	1	1
1095	8	1	27	21	30	0	15	1	3	41	1	1
1095	8	1	28	24	30	0	15	0	3	41	1	1
1095	8	1	29	27	30	0	15	0	3	41	1	1
1095	8	1	30	30	30	0	15	0	3	41	1	1
1095	8	1	31	3	30	0	56	1	4	41	1	1
1095	8	1	32	6	30	0	56	1	4	41	1	1
1095	8	1	33	9	30	0	56	1	4	41	1	1
1095	8	1	34	12	30	0	56	1	4	41	1	1
1095	8	1	35	15	30	0	56	0	4	41	1	1
1095	8	1	36	18	30	0	56	0	4	41	1	1
1095	8	1	37	21	30	0	56	0	4	41	1	1
1095	8	1	38	24	30	0	56	0	4	41	1	1
1095	8	1	39	27	30	0	56	0	4	41	1	1
1095	8	1	40	30	30	0	56	0	4	41	1	1
1095	8	1	41	3	30	0	29	1	5	41	1	1
1095	8	1	42	6	30	0	29	1	5	41	1	1
1095	8	1	43	9	30	0	29	1	5	41	1	1
1095	8	1	44	12	30	0	29	1	5	41	1	1
1095	8	1	45	15	30	0	29	1	5	41	1	1
1095	8	1	46	18	30	0	29	1	5	41	1	1
1095	8	1	47	21	30	0	29	1	5	41	1	1
1095	8	1	48	24	30	0	29	0	5	41	1	1
1095	8	1	49	27	30	0	29	0	5	41	1	1
1095	8	1	50	30	30	0	29	0	5	41	1	1
1096	9	1	1	30	30	0	15	0	1	42	1	1
1096	9	1	2	27	30	0	15	0	1	42	1	1
1096	9	1	3	24	30	0	15	0	1	42	1	1
1096	9	1	4	21	30	0	15	1	1	42	1	1
1096	9	1	5	18	30	0	15	1	1	42	1	1
1096	9	1	6	15	30	0	15	1	1	42	1	1
1096	9	1	7	12	30	0	15	1	1	42	1	1
1096	9	1	8	9	30	0	15	1	1	42	1	1
1096	9	1	9	6	30	0	15	1	1	42	1	1
1096	9	1	10	3	30	0	15	1	1	42	1	1
